2065.000000, 2927.000000
1738.000000, 2914.000000
1417.000000, 2904.000000
1100.000000, 2896.000000
784.000000, 2891.000000
467.000000, 2888.000000
149.000000, 2884.000000
2064.000000, 2114.000000
1742.000000, 2107.000000
1582.000000, 2104.000000
1423.000000, 2101.000000
1107.000000, 2096.000000
791.000000, 2093.000000
634.000000, 2091.000000
475.000000, 2090.000000
155.000000, 2086.000000
2068.000000, 1716.000000
1586.000000, 1708.000000
1110.000000, 1702.000000
636.000000, 1697.000000
157.000000, 1690.000000
2076.000000, 1081.000000
1113.000000, 1073.000000
636.000000, 1067.000000
162.000000, 1064.000000
1874.000000, 1030.000000
1548.000000, 1025.000000
1880.000000, 412.000000
1553.000000, 410.000000
2087.000000, 236.000000
164.000000, 229.000000
